customer_id,customer_unique_id,customer_city,customer_state,customer_segment
C00344,U00344,Chittagong,CTG,returning
C00345,U00345,Habiganj,HAB,returning
C00346,U00346,Kishoreganj,KIS,returning
C00347,U00347,Moulvibazar,MOU,returning
C00348,U00348,Sunamganj,SUN,returning
C00349,U00349,Netrokona,NET,returning
C00350,U00350,Dhaka,DHA,returning
C00351,U00351,Sherpur,SHE,returning
C00352,U00352,Jamalpur,JAM,returning
C00353,U00353,Magura,MAG,returning
C00354,U00354,Meherpur,MEH,returning
C00355,U00355,Chittagong,CTG,returning
C00356,U00356,Natore,NAT,returning
C00357,U00357,Naogaon,NAO,returning
C00358,U00358,Chapainawabganj,CHA,returning
C00359,U00359,Joypurhat,JOY,returning
C00360,U00360,Dhaka,DHA,returning
C00361,U00361,Sylhet,SYL,returning
C00362,U00362,Khulna,KHU,returning
C00363,U00363,Rajshahi,RAJ,returning
C00364,U00364,Barisal,BAR,returning
C00365,U00365,Rangpur,RAN,returning
C00366,U00366,Comilla,COM,returning
C00367,U00367,Dhaka,DHA,returning
C00368,U00368,Narayanganj,NAR,returning
C00369,U00369,Gazipur,GAZ,returning
C00370,U00370,Mymensingh,MYM,returning
C00371,U00371,Bogura,BOG,returning
C00372,U00372,Tangail,TAN,returning
C00373,U00373,Cox's Bazar,COX,returning
C00374,U00374,Chittagong,CTG,returning
C00375,U00375,Faridpur,FAR,high_value
C00376,U00376,Jessore,JES,high_value
C00377,U00377,Pabna,PAB,high_value
C00378,U00378,Noakhali,NOA,high_value
C00379,U00379,Chandpur,CHA,high_value
C00380,U00380,Brahmanbaria,BRA,high_value
C00381,U00381,Dhaka,DHA,high_value
C00382,U00382,Savar,SAV,high_value
C00383,U00383,Munshiganj,MUN,high_value
C00384,U00384,Manikganj,MAN,high_value
C00385,U00385,Narsingdi,NAR,high_value
C00386,U00386,Chittagong,CTG,high_value
C00387,U00387,Dinajpur,DIN,high_value
C00388,U00388,Thakurgaon,THK,high_value
C00389,U00389,Habiganj,HAB,high_value
C00390,U00390,Kishoreganj,KIS,inactive
C00391,U00391,Moulvibazar,MOU,inactive
C00392,U00392,Sunamganj,SUN,inactive
C00393,U00393,Netrokona,NET,inactive
C00394,U00394,Dhaka,DHA,inactive
C00395,U00395,Sherpur,SHE,inactive
C00396,U00396,Jamalpur,JAM,inactive
C00397,U00397,Magura,MAG,inactive
C00398,U00398,Meherpur,MEH,inactive
C00399,U00399,Chittagong,CTG,inactive
C00400,U00400,Natore,NAT,inactive
C00401,U00401,Dhaka,DHA,new
C00402,U00402,Naogaon,NAO,new
C00403,U00403,Chapainawabganj,CHA,new
C00404,U00404,Joypurhat,JOY,new
C00405,U00405,Sylhet,SYL,new
C00406,U00406,Khulna,KHU,new
C00407,U00407,Dhaka,DHA,new
C00408,U00408,Rajshahi,RAJ,new
C00409,U00409,Barisal,BAR,new
C00410,U00410,Rangpur,RAN,new
C00411,U00411,Chittagong,CTG,new
C00412,U00412,Comilla,COM,new
C00413,U00413,Narayanganj,NAR,new
C00414,U00414,Gazipur,GAZ,new
C00415,U00415,Mymensingh,MYM,new
C00416,U00416,Bogura,BOG,new
C00417,U00417,Dhaka,DHA,new
C00418,U00418,Tangail,TAN,new
C00419,U00419,Cox's Bazar,COX,new
C00420,U00420,Faridpur,FAR,new
C00421,U00421,Jessore,JES,new
C00422,U00422,Pabna,PAB,new
C00423,U00423,Chittagong,CTG,new
C00424,U00424,Noakhali,NOA,new
C00425,U00425,Chandpur,CHA,new
C00426,U00426,Brahmanbaria,BRA,new
C00427,U00427,Savar,SAV,new
C00428,U00428,Munshiganj,MUN,new
C00429,U00429,Dhaka,DHA,new
C00430,U00430,Manikganj,MAN,returning
C00431,U00431,Narsingdi,NAR,returning
C00432,U00432,Dinajpur,DIN,returning
C00433,U00433,Thakurgaon,THK,returning
C00434,U00434,Habiganj,HAB,returning
C00435,U00435,Kishoreganj,KIS,returning
C00436,U00436,Chittagong,CTG,returning
C00437,U00437,Moulvibazar,MOU,returning
C00438,U00438,Sunamganj,SUN,returning
C00439,U00439,Netrokona,NET,returning
C00440,U00440,Dhaka,DHA,returning
C00441,U00441,Sherpur,SHE,returning
C00442,U00442,Jamalpur,JAM,returning
C00443,U00443,Magura,MAG,returning
C00444,U00444,Meherpur,MEH,returning
C00445,U00445,Natore,NAT,returning
C00446,U00446,Chittagong,CTG,returning
C00447,U00447,Naogaon,NAO,returning
C00448,U00448,Chapainawabganj,CHA,returning
C00449,U00449,Joypurhat,JOY,returning
C00450,U00450,Dhaka,DHA,returning
C00451,U00451,Sylhet,SYL,returning
C00452,U00452,Khulna,KHU,returning
C00453,U00453,Rajshahi,RAJ,returning
C00454,U00454,Barisal,BAR,returning
C00455,U00455,Rangpur,RAN,returning
C00456,U00456,Comilla,COM,returning
C00457,U00457,Dhaka,DHA,returning
C00458,U00458,Narayanganj,NAR,returning
C00459,U00459,Gazipur,GAZ,returning
C00460,U00460,Mymensingh,MYM,returning
C00461,U00461,Bogura,BOG,returning
C00462,U00462,Tangail,TAN,returning
C00463,U00463,Chittagong,CTG,returning
C00464,U00464,Cox's Bazar,COX,returning
C00465,U00465,Faridpur,FAR,returning
C00466,U00466,Jessore,JES,returning
C00467,U00467,Pabna,PAB,returning
C00468,U00468,Noakhali,NOA,returning
C00469,U00469,Dhaka,DHA,returning
C00470,U00470,Chandpur,CHA,returning
C00471,U00471,Brahmanbaria,BRA,returning
C00472,U00472,Savar,SAV,returning
C00473,U00473,Munshiganj,MUN,returning
C00474,U00474,Manikganj,MAN,returning
C00475,U00475,Narsingdi,NAR,high_value
C00476,U00476,Dinajpur,DIN,high_value
C00477,U00477,Thakurgaon,THK,high_value
C00478,U00478,Habiganj,HAB,high_value
C00479,U00479,Chittagong,CTG,high_value
C00480,U00480,Kishoreganj,KIS,high_value
C00481,U00481,Moulvibazar,MOU,high_value
C00482,U00482,Sunamganj,SUN,high_value
C00483,U00483,Netrokona,NET,high_value
C00484,U00484,Dhaka,DHA,high_value
C00485,U00485,Sherpur,SHE,high_value
C00486,U00486,Jamalpur,JAM,high_value
C00487,U00487,Magura,MAG,high_value
C00488,U00488,Meherpur,MEH,high_value
C00489,U00489,Chittagong,CTG,high_value
C00490,U00490,Natore,NAT,inactive
C00491,U00491,Naogaon,NAO,inactive
C00492,U00492,Chapainawabganj,CHA,inactive
C00493,U00493,Joypurhat,JOY,inactive
C00494,U00494,Dhaka,DHA,inactive
C00495,U00495,Sylhet,SYL,inactive
C00496,U00496,Khulna,KHU,inactive
C00497,U00497,Rajshahi,RAJ,inactive
C00498,U00498,Barisal,BAR,inactive
C00499,U00499,Rangpur,RAN,inactive
C00500,U00500,Comilla,COM,inactive
C00501,U00501,Dhaka,DHA,new
C00502,U00502,Narayanganj,NAR,new
C00503,U00503,Gazipur,GAZ,new
C00504,U00504,Mymensingh,MYM,new
C00505,U00505,Bogura,BOG,new
C00506,U00506,Tangail,TAN,new
C00507,U00507,Dhaka,DHA,new
C00508,U00508,Cox's Bazar,COX,new
C00509,U00509,Faridpur,FAR,new
C00510,U00510,Jessore,JES,new
C00511,U00511,Chittagong,CTG,new
C00512,U00512,Pabna,PAB,new
C00513,U00513,Noakhali,NOA,new
C00514,U00514,Chandpur,CHA,new
C00515,U00515,Brahmanbaria,BRA,new
C00516,U00516,Savar,SAV,new
C00517,U00517,Dhaka,DHA,new
C00518,U00518,Munshiganj,MUN,new
C00519,U00519,Manikganj,MAN,new
C00520,U00520,Narsingdi,NAR,new
C00521,U00521,Dinajpur,DIN,new
C00522,U00522,Thakurgaon,THK,new
C00523,U00523,Habiganj,HAB,new
C00524,U00524,Kishoreganj,KIS,new
C00525,U00525,Chittagong,CTG,new
C00526,U00526,Moulvibazar,MOU,new
C00527,U00527,Sunamganj,SUN,new
C00528,U00528,Netrokona,NET,new
C00529,U00529,Dhaka,DHA,new
C00530,U00530,Sherpur,SHE,returning
C00531,U00531,Jamalpur,JAM,returning
C00532,U00532,Magura,MAG,returning
C00533,U00533,Meherpur,MEH,returning
C00534,U00534,Natore,NAT,returning
C00535,U00535,Chittagong,CTG,returning
C00536,U00536,Naogaon,NAO,returning
C00537,U00537,Chapainawabganj,CHA,returning
C00538,U00538,Joypurhat,JOY,returning
C00539,U00539,Dhaka,DHA,returning
C00540,U00540,Sylhet,SYL,returning
C00541,U00541,Khulna,KHU,returning
C00542,U00542,Rajshahi,RAJ,returning
C00543,U00543,Barisal,BAR,returning
C00544,U00544,Rangpur,RAN,returning
C00545,U00545,Comilla,COM,returning
C00546,U00546,Chittagong,CTG,returning
C00547,U00547,Narayanganj,NAR,returning
C00548,U00548,Gazipur,GAZ,returning
C00549,U00549,Mymensingh,MYM,returning
C00550,U00550,Dhaka,DHA,returning
C00551,U00551,Bogura,BOG,returning
C00552,U00552,Tangail,TAN,returning
C00553,U00553,Cox's Bazar,COX,returning
C00554,U00554,Faridpur,FAR,returning
C00555,U00555,Chittagong,CTG,returning
C00556,U00556,Jessore,JES,returning
C00557,U00557,Pabna,PAB,returning
C00558,U00558,Noakhali,NOA,returning
C00559,U00559,Chandpur,CHA,returning
C00560,U00560,Brahmanbaria,BRA,returning
C00561,U00561,Dhaka,DHA,returning
C00562,U00562,Savar,SAV,returning
C00563,U00563,Munshiganj,MUN,returning
C00564,U00564,Manikganj,MAN,returning
C00565,U00565,Narsingdi,NAR,returning
C00566,U00566,Dinajpur,DIN,returning
C00567,U00567,Thakurgaon,THK,returning
C00568,U00568,Chittagong,CTG,returning
C00569,U00569,Habiganj,HAB,returning
C00570,U00570,Kishoreganj,KIS,returning
C00571,U00571,Moulvibazar,MOU,returning
C00572,U00572,Sunamganj,SUN,returning
C00573,U00573,Dhaka,DHA,returning
C00574,U00574,Netrokona,NET,returning
C00575,U00575,Sherpur,SHE,high_value
C00576,U00576,Jamalpur,JAM,high_value
C00577,U00577,Magura,MAG,high_value
C00578,U00578,Meherpur,MEH,high_value
C00579,U00579,Chittagong,CTG,high_value
C00580,U00580,Natore,NAT,high_value
C00581,U00581,Naogaon,NAO,high_value
C00582,U00582,Chapainawabganj,CHA,high_value
C00583,U00583,Joypurhat,JOY,high_value
C00584,U00584,Dhaka,DHA,high_value
C00585,U00585,Sylhet,SYL,high_value
C00586,U00586,Khulna,KHU,high_value
C00587,U00587,Rajshahi,RAJ,high_value
C00588,U00588,Chittagong,CTG,high_value
C00589,U00589,Barisal,BAR,high_value
C00590,U00590,Rangpur,RAN,inactive
C00591,U00591,Comilla,COM,inactive
C00592,U00592,Narayanganj,NAR,inactive
C00593,U00593,Gazipur,GAZ,inactive
C00594,U00594,Dhaka,DHA,inactive
C00595,U00595,Mymensingh,MYM,inactive
C00596,U00596,Bogura,BOG,inactive
C00597,U00597,Tangail,TAN,inactive
C00598,U00598,Cox's Bazar,COX,inactive
C00599,U00599,Chittagong,CTG,inactive
C00600,U00600,Faridpur,FAR,inactive
C00601,U00601,Dhaka,DHA,new
C00602,U00602,Jessore,JES,new
C00603,U00603,Pabna,PAB,new
C00604,U00604,Noakhali,NOA,new
C00605,U00605,Chandpur,CHA,new
C00606,U00606,Brahmanbaria,BRA,new
C00607,U00607,Dhaka,DHA,new
C00608,U00608,Savar,SAV,new
C00609,U00609,Munshiganj,MUN,new
C00610,U00610,Manikganj,MAN,new
C00611,U00611,Chittagong,CTG,new
C00612,U00612,Narsingdi,NAR,new
C00613,U00613,Dinajpur,DIN,new
C00614,U00614,Thakurgaon,THK,new
C00615,U00615,Habiganj,HAB,new
C00616,U00616,Kishoreganj,KIS,new
C00617,U00617,Moulvibazar,MOU,new
C00618,U00618,Sunamganj,SUN,new
C00619,U00619,Dhaka,DHA,new
C00620,U00620,Netrokona,NET,new
C00621,U00621,Sherpur,SHE,new
C00622,U00622,Jamalpur,JAM,new
C00623,U00623,Magura,MAG,new
C00624,U00624,Meherpur,MEH,new
C00625,U00625,Chittagong,CTG,new
C00626,U00626,Natore,NAT,new
C00627,U00627,Naogaon,NAO,new
C00628,U00628,Chapainawabganj,CHA,new
C00629,U00629,Joypurhat,JOY,new
C00630,U00630,Dhaka,DHA,returning
C00631,U00631,Sylhet,SYL,returning
C00632,U00632,Khulna,KHU,returning
C00633,U00633,Rajshahi,RAJ,returning
C00634,U00634,Barisal,BAR,returning
C00635,U00635,Rangpur,RAN,returning
C00636,U00636,Chittagong,CTG,returning
C00637,U00637,Comilla,COM,returning
C00638,U00638,Narayanganj,NAR,returning
C00639,U00639,Gazipur,GAZ,returning
C00640,U00640,Mymensingh,MYM,returning
C00641,U00641,Dhaka,DHA,returning
C00642,U00642,Bogura,BOG,returning
C00643,U00643,Tangail,TAN,returning
C00644,U00644,Cox's Bazar,COX,returning
C00645,U00645,Faridpur,FAR,returning
C00646,U00646,Jessore,JES,returning
C00647,U00647,Chittagong,CTG,returning
C00648,U00648,Pabna,PAB,returning
C00649,U00649,Noakhali,NOA,returning
C00650,U00650,Chandpur,CHA,returning
C00651,U00651,Brahmanbaria,BRA,returning
C00652,U00652,Savar,SAV,returning
C00653,U00653,Dhaka,DHA,returning
C00654,U00654,Munshiganj,MUN,returning
C00655,U00655,Manikganj,MAN,returning
C00656,U00656,Narsingdi,NAR,returning
C00657,U00657,Dinajpur,DIN,returning
C00658,U00658,Thakurgaon,THK,returning
C00659,U00659,Habiganj,HAB,returning
C00660,U00660,Chittagong,CTG,returning
